開催年,開催日付,競馬場コード,開催回次,開催日目,レース番号,枠番,馬番,血統番号,馬名,性別,毛色コード,馬齢,東西所属コード,調教師コード,斤量,ブリンカー仕様区分,騎手コード,騎手見習いコード,馬体重,増減符号,増減差,着順,走破タイム,単勝オッズ,単勝人気,着差,グレードコード,競争種別コード,重量種別コード,競争条件コード,距離,芝ダート,回り方向,コース区分,本賞金,出走頭数,天気コード,芝馬場,ダート馬場,開催年_1走前,開催日付_1走前,競馬場コード_1走前,馬番_1走前,斤量_1走前,ブリンカー仕様区分_1走前,騎手コード_1走前,騎手名_1走前,馬体重_1走前,異常区分コード_1走前,着順_1走前,1コーナー順位_1走前,2コーナー順位_1走前,3コーナー順位_1走前,4コーナー順位_1走前,単勝オッズ_1走前,単勝人気_1走前,ラスト3Fタイム_1走前,着差_1走前,グレードコード_1走前,競争種別コード_1走前,重量種別コード_1走前,距離_1走前,芝ダート_1走前,回り方向_1走前,競争条件コード_1走前,コース区分_1走前,本賞金_1走前,出走頭数_1走前,天気コード_1走前,芝馬場_1走前,ダート馬場_1走前,開催年_2走前,開催日付_2走前,競馬場コード_2走前,馬番_2走前,斤量_2走前,ブリンカー仕様区分_2走前,騎手コード_2走前,騎手名_2走前,馬体重_2走前,異常区分コード_2走前,着順_2走前,1コーナー順位_2走前,2コーナー順位_2走前,3コーナー順位_2走前,4コーナー順位_2走前,単勝オッズ_2走前,単勝人気_2走前,ラスト3Fタイム_2走前,着差_2走前,グレードコード_2走前,競争種別コード_2走前,重量種別コード_2走前,距離_2走前,芝ダート_2走前,回り方向_2走前,競争条件コード_2走前,コース区分_2走前,本賞金_2走前,出走頭数_2走前,天気コード_2走前,芝馬場_2走前,ダート馬場_2走前,開催年_3走前,開催日付_3走前,競馬場コード_3走前,馬番_3走前,斤量_3走前,ブリンカー仕様区分_3走前,騎手コード_3走前,騎手名_3走前,馬体重_3走前,異常区分コード_3走前,着順_3走前,1コーナー順位_3走前,2コーナー順位_3走前,3コーナー順位_3走前,4コーナー順位_3走前,単勝オッズ_3走前,単勝人気_3走前,ラスト3Fタイム_3走前,着差_3走前,グレードコード_3走前,競争種別コード_3走前,重量種別コード_3走前,距離_3走前,芝ダート_3走前,回り方向_3走前,競争条件コード_3走前,コース区分_3走前,本賞金_3走前,出走頭数_3走前,天気コード_3走前,芝馬場_3走前,ダート馬場_3走前
2019,309,7,2,1,7,3,3,2014102124,ブルースカイハーツ,1,4,5,1,1038,560,0,1166,1,0,,0,0,0,0,0,0,,14,4,5,2000,s,L,A,75000,0,0,0,0,2019.0,217.0,5.0,6.0,570.0,0.0,1085.0,松岡正海,452.0,0.0,9.0,2.0,2.0,3.0,3.0,422.0,11.0,356.0,14.0,,14.0,4.0,2400.0,,L,5.0,D,75000.0,14.0,1.0,1.0,0.0,2018.0,1216.0,7.0,11.0,570.0,0.0,1134.0,嶋田純次,440.0,0.0,6.0,8.0,8.0,8.0,8.0,172.0,7.0,355.0,6.0,,13.0,4.0,2200.0,,L,5.0,A,75000.0,18.0,2.0,1.0,0.0,2018.0,1124.0,5.0,8.0,560.0,0.0,1169.0,武藤雅,450.0,0.0,5.0,7.0,9.0,8.0,6.0,698.0,10.0,342.0,6.0,,13.0,4.0,2400.0,,L,5.0,C,75000.0,15.0,1.0,1.0,0.0
2019,309,7,2,1,7,4,4,2014104111,コールストーム,1,3,5,2,1111,570,0,1095,0,0,,0,0,0,0,0,0,,14,4,5,2000,s,L,A,75000,0,0,0,0,2019.0,120.0,7.0,7.0,570.0,0.0,1095.0,吉田隼人,506.0,0.0,8.0,1.0,1.0,1.0,1.0,208.0,8.0,356.0,10.0,E,14.0,4.0,2200.0,,L,5.0,B,105000.0,15.0,2.0,1.0,0.0,2018.0,1209.0,7.0,11.0,570.0,0.0,1095.0,吉田隼人,504.0,0.0,11.0,1.0,1.0,1.0,1.0,73.0,5.0,365.0,14.0,E,13.0,4.0,2200.0,,L,5.0,A,105000.0,15.0,1.0,1.0,0.0,2018.0,708.0,7.0,5.0,570.0,0.0,1018.0,和田竜二,498.0,0.0,4.0,1.0,1.0,1.0,1.0,128.0,6.0,368.0,7.0,,13.0,4.0,2200.0,,L,5.0,A,75000.0,12.0,1.0,2.0,0.0
2019,309,7,2,1,7,4,5,2015104711,エフティアテナ,2,4,4,1,1132,520,0,1164,3,0,,0,0,0,0,0,0,,14,4,5,2000,s,L,A,75000,0,0,0,0,2019.0,202.0,7.0,8.0,540.0,0.0,1164.0,藤田菜七,440.0,0.0,4.0,5.0,7.0,5.0,4.0,174.0,7.0,340.0,1.0,E,14.0,4.0,2000.0,,L,5.0,B,105000.0,11.0,1.0,1.0,0.0,2019.0,120.0,7.0,9.0,540.0,0.0,1164.0,藤田菜七,442.0,0.0,6.0,15.0,15.0,15.0,14.0,471.0,11.0,345.0,9.0,E,14.0,4.0,2200.0,,L,5.0,B,105000.0,15.0,2.0,1.0,0.0,2018.0,1215.0,7.0,10.0,540.0,0.0,663.0,蛯名正義,434.0,0.0,10.0,7.0,6.0,6.0,10.0,397.0,11.0,352.0,8.0,E,13.0,4.0,2000.0,,L,5.0,A,105000.0,18.0,1.0,1.0,0.0
2019,309,7,2,1,7,5,6,2014105247,ストロングレヴィル,1,4,5,1,1070,570,0,1116,0,0,,0,0,0,0,0,0,,14,4,5,2000,s,L,A,75000,0,0,0,0,2018.0,1117.0,3.0,6.0,570.0,0.0,1127.0,丸山元気,474.0,0.0,11.0,8.0,9.0,8.0,4.0,36.0,1.0,361.0,13.0,E,13.0,4.0,2000.0,,R,5.0,B,105000.0,16.0,1.0,1.0,0.0,2018.0,1013.0,4.0,6.0,570.0,0.0,1117.0,丸田恭介,486.0,0.0,3.0,0.0,0.0,10.0,10.0,58.0,3.0,341.0,4.0,,13.0,4.0,1800.0,,L,5.0,A,75000.0,14.0,1.0,1.0,0.0,2018.0,922.0,6.0,5.0,570.0,0.0,5339.0,ルメール,486.0,0.0,3.0,4.0,3.0,5.0,5.0,38.0,2.0,346.0,2.0,,13.0,4.0,2000.0,,R,5.0,C,75000.0,16.0,1.0,2.0,0.0
2019,309,7,2,1,7,5,7,2014100116,エスピリトゥオーゾ,1,1,5,2,1033,570,0,1015,0,0,,0,0,0,0,0,0,,14,4,5,2000,s,L,A,75000,0,0,0,0,2019.0,216.0,10.0,5.0,570.0,0.0,1154.0,松若風馬,462.0,0.0,8.0,6.0,5.0,4.0,4.0,104.0,6.0,362.0,11.0,,14.0,4.0,2000.0,,R,5.0,A,75000.0,11.0,2.0,1.0,0.0,2019.0,127.0,7.0,1.0,570.0,0.0,1037.0,太宰啓介,472.0,0.0,2.0,6.0,5.0,4.0,3.0,1289.0,10.0,351.0,3.0,E,14.0,4.0,2000.0,,L,5.0,B,105000.0,10.0,1.0,1.0,0.0,2019.0,105.0,8.0,3.0,550.0,0.0,1168.0,富田暁,474.0,0.0,13.0,11.0,11.0,15.0,15.0,3088.0,15.0,364.0,16.0,,14.0,4.0,2000.0,,R,5.0,A,75000.0,16.0,1.0,1.0,0.0
2019,309,7,2,1,7,6,8,2014106169,マンハイム,2,1,5,1,399,550,0,5243,0,0,,0,0,0,0,0,0,,14,4,5,2000,s,L,A,75000,0,0,0,0,2018.0,617.0,2.0,11.0,550.0,0.0,1077.0,石橋脩,436.0,0.0,11.0,3.0,3.0,3.0,5.0,79.0,4.0,365.0,8.0,,13.0,4.0,2000.0,,R,5.0,A,75000.0,12.0,2.0,1.0,0.0,2018.0,505.0,4.0,1.0,550.0,0.0,1092.0,津村明秀,424.0,0.0,5.0,0.0,0.0,3.0,3.0,41.0,1.0,374.0,8.0,,14.0,4.0,2000.0,,L,5.0,B,75000.0,12.0,1.0,1.0,0.0,2018.0,415.0,3.0,1.0,550.0,0.0,5243.0,柴山雄一,428.0,0.0,6.0,10.0,10.0,13.0,11.0,34.0,1.0,373.0,12.0,,14.0,4.0,1800.0,,R,5.0,A,75000.0,16.0,2.0,2.0,0.0
2019,309,7,2,1,7,6,9,2014100549,ヤマニンベリンダ,2,4,5,1,1030,550,0,1141,0,0,,0,0,0,0,0,0,,14,4,5,2000,s,L,A,75000,0,0,0,0,2019.0,203.0,5.0,6.0,520.0,0.0,1173.0,山田敬士,452.0,0.0,11.0,0.0,2.0,3.0,3.0,2811.0,12.0,354.0,18.0,,14.0,4.0,1800.0,,L,5.0,D,75000.0,12.0,1.0,1.0,0.0,2018.0,401.0,9.0,6.0,550.0,0.0,1146.0,岩崎翼,458.0,0.0,16.0,0.0,0.0,2.0,2.0,639.0,12.0,377.0,31.0,,14.0,4.0,1200.0,,R,5.0,B,75000.0,16.0,1.0,1.0,0.0,2017.0,1216.0,7.0,2.0,540.0,0.0,1146.0,岩崎翼,454.0,0.0,16.0,0.0,0.0,5.0,8.0,1537.0,15.0,438.0,65.0,,13.0,4.0,1400.0,,L,5.0,,75000.0,16.0,2.0,0.0,1.0
2019,309,7,2,1,7,7,10,2014101655,ルーラーキング,1,3,5,1,1076,570,0,1117,0,0,,0,0,0,0,0,0,,14,4,5,2000,s,L,A,75000,0,0,0,0,2018.0,505.0,5.0,6.0,570.0,0.0,1096.0,大野拓弥,474.0,0.0,7.0,2.0,2.0,3.0,5.0,47.0,2.0,340.0,8.0,,14.0,4.0,2400.0,,L,5.0,A,75000.0,8.0,1.0,1.0,0.0,2018.0,318.0,9.0,4.0,560.0,0.0,1018.0,和田竜二,468.0,0.0,4.0,6.0,6.0,5.0,5.0,73.0,5.0,348.0,5.0,,14.0,4.0,2400.0,,R,5.0,A,75000.0,13.0,2.0,1.0,0.0,2018.0,218.0,5.0,1.0,560.0,0.0,1096.0,大野拓弥,476.0,0.0,4.0,6.0,5.0,5.0,5.0,161.0,6.0,349.0,7.0,,14.0,4.0,2400.0,,L,5.0,D,75000.0,13.0,1.0,1.0,0.0
2019,309,7,2,1,7,7,11,2015101110,トーセンクリーガー,1,1,4,1,1125,570,0,1140,0,0,,0,0,0,0,0,0,,14,4,5,2000,s,L,A,75000,0,0,0,0,2019.0,127.0,7.0,5.0,560.0,0.0,1170.0,横山武史,488.0,0.0,10.0,7.0,8.0,10.0,10.0,232.0,8.0,360.0,24.0,E,14.0,4.0,2000.0,,L,5.0,B,105000.0,10.0,1.0,1.0,0.0,2019.0,106.0,6.0,7.0,560.0,0.0,641.0,柴田善臣,484.0,0.0,11.0,1.0,1.0,1.0,2.0,1409.0,12.0,371.0,14.0,,14.0,4.0,2000.0,,R,10.0,C,110000.0,12.0,2.0,1.0,0.0,2018.0,1111.0,3.0,8.0,550.0,0.0,641.0,柴田善臣,476.0,0.0,8.0,1.0,1.0,1.0,1.0,228.0,7.0,369.0,9.0,E,13.0,4.0,1800.0,,R,5.0,A,105000.0,16.0,1.0,1.0,0.0
2019,309,7,2,1,7,8,12,2014106164,アウステルリッツ,1,4,5,2,1117,570,0,1102,0,0,,0,0,0,0,0,0,,14,4,5,2000,s,L,A,75000,0,0,0,0,2019.0,126.0,8.0,1.0,570.0,0.0,1088.0,川田将雅,494.0,0.0,6.0,0.0,0.0,9.0,7.0,40.0,2.0,346.0,4.0,,14.0,4.0,1800.0,,R,5.0,B,75000.0,9.0,1.0,1.0,0.0,2018.0,1202.0,9.0,2.0,560.0,0.0,1166.0,川又賢治,486.0,0.0,3.0,0.0,0.0,12.0,12.0,54.0,2.0,340.0,3.0,,13.0,4.0,1800.0,,R,5.0,A,75000.0,14.0,1.0,1.0,0.0,2018.0,1013.0,4.0,13.0,570.0,0.0,1102.0,北村友一,478.0,0.0,6.0,0.0,0.0,7.0,7.0,27.0,2.0,345.0,6.0,,13.0,4.0,1800.0,,L,5.0,A,75000.0,14.0,1.0,1.0,0.0
2019,309,7,2,1,7,8,13,2012102624,エイブルボス,1,4,7,1,1165,540,0,1171,3,0,,0,0,0,0,0,0,,14,4,5,2000,s,L,A,75000,0,0,0,0,2019.0,211.0,5.0,7.0,550.0,0.0,1158.0,野中悠太,476.0,0.0,5.0,0.0,5.0,6.0,6.0,593.0,12.0,331.0,4.0,,14.0,4.0,1800.0,,L,5.0,D,75000.0,13.0,2.0,1.0,0.0,2018.0,922.0,6.0,7.0,570.0,0.0,684.0,田中勝春,472.0,0.0,8.0,12.0,12.0,12.0,10.0,1224.0,11.0,344.0,9.0,,13.0,4.0,2000.0,,R,5.0,C,75000.0,16.0,1.0,2.0,0.0,2018.0,901.0,4.0,10.0,570.0,0.0,684.0,田中勝春,472.0,0.0,5.0,0.0,0.0,8.0,7.0,1156.0,10.0,356.0,7.0,E,13.0,4.0,2000.0,,L,5.0,A,105000.0,11.0,2.0,3.0,0.0
2019,309,7,2,1,8,1,1,2015104375,ダンツクレイオー,2,3,4,2,1099,550,0,1138,0,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2019.0,202.0,8.0,3.0,540.0,0.0,1138.0,藤懸貴志,488.0,0.0,10.0,1.0,1.0,1.0,2.0,266.0,5.0,428.0,44.0,,14.0,4.0,1800.0,,R,5.0,,75000.0,10.0,1.0,0.0,2.0,2019.0,120.0,7.0,16.0,540.0,0.0,1037.0,太宰啓介,488.0,0.0,7.0,0.0,0.0,7.0,4.0,193.0,8.0,388.0,11.0,,14.0,4.0,1400.0,,L,5.0,,75000.0,16.0,4.0,0.0,1.0,2018.0,1208.0,7.0,13.0,520.0,0.0,1168.0,富田暁,484.0,0.0,10.0,0.0,0.0,3.0,3.0,92.0,4.0,397.0,19.0,,13.0,4.0,1400.0,,L,5.0,,75000.0,16.0,1.0,0.0,1.0
2019,309,7,2,1,8,2,2,2013100380,ワンダーラスト,2,3,6,1,435,550,0,1109,0,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2019.0,112.0,6.0,7.0,540.0,0.0,1164.0,藤田菜七,416.0,0.0,13.0,0.0,11.0,11.0,12.0,1369.0,13.0,356.0,14.0,,14.0,4.0,1600.0,,R,5.0,C,75000.0,16.0,2.0,1.0,0.0,2018.0,1028.0,4.0,1.0,550.0,0.0,1164.0,藤田菜七,400.0,0.0,15.0,0.0,0.0,11.0,12.0,812.0,12.0,371.0,28.0,E,13.0,4.0,1800.0,,L,5.0,A,105000.0,17.0,2.0,3.0,0.0,2018.0,1006.0,5.0,9.0,530.0,0.0,1170.0,横山武史,414.0,0.0,9.0,0.0,0.0,14.0,14.0,2018.0,15.0,370.0,9.0,,13.0,4.0,1400.0,,L,5.0,,75000.0,16.0,1.0,0.0,2.0
2019,309,7,2,1,8,3,3,2014105672,エバープリンセス,2,1,5,1,1067,550,0,1144,0,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2018.0,1014.0,4.0,7.0,550.0,0.0,1030.0,松田大作,462.0,0.0,11.0,0.0,0.0,12.0,12.0,295.0,10.0,347.0,11.0,E,13.0,4.0,1800.0,,L,5.0,A,105000.0,17.0,1.0,1.0,0.0,2018.0,909.0,6.0,10.0,530.0,0.0,1170.0,横山武史,460.0,0.0,7.0,9.0,11.0,12.0,11.0,480.0,12.0,343.0,8.0,,13.0,4.0,1800.0,,R,5.0,B,75000.0,13.0,1.0,1.0,0.0,2018.0,811.0,4.0,6.0,550.0,0.0,641.0,柴田善臣,452.0,0.0,6.0,0.0,0.0,5.0,5.0,1085.0,9.0,338.0,11.0,,13.0,4.0,2000.0,,L,5.0,A,75000.0,10.0,1.0,1.0,0.0
2019,309,7,2,1,8,3,4,2015104333,コスタネラ,2,1,4,2,1058,550,0,1116,0,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2019.0,216.0,10.0,6.0,540.0,0.0,1157.0,鮫島克駿,436.0,0.0,10.0,11.0,11.0,11.0,11.0,77.0,5.0,366.0,26.0,,14.0,4.0,2000.0,,R,5.0,A,75000.0,11.0,2.0,1.0,0.0,2018.0,1118.0,3.0,9.0,530.0,0.0,1157.0,鮫島克駿,440.0,0.0,7.0,14.0,13.0,13.0,10.0,145.0,7.0,353.0,4.0,E,13.0,4.0,1800.0,,R,5.0,B,105000.0,16.0,1.0,1.0,0.0,2018.0,1014.0,4.0,2.0,530.0,0.0,1157.0,鮫島克駿,450.0,0.0,6.0,0.0,0.0,17.0,17.0,368.0,12.0,333.0,4.0,E,13.0,4.0,1800.0,,L,5.0,A,105000.0,17.0,1.0,1.0,0.0
2019,309,7,2,1,8,4,5,2015100608,アングルティール,2,4,4,2,1154,550,0,1157,0,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2019.0,113.0,8.0,3.0,540.0,0.0,666.0,武豊,428.0,0.0,8.0,0.0,0.0,10.0,8.0,37.0,1.0,364.0,8.0,,14.0,4.0,1600.0,,R,5.0,A,75000.0,16.0,1.0,1.0,0.0,2018.0,1215.0,7.0,15.0,540.0,0.0,1157.0,鮫島克駿,426.0,0.0,2.0,0.0,0.0,10.0,11.0,58.0,3.0,340.0,0.0,,13.0,4.0,1400.0,,L,5.0,A,75000.0,18.0,1.0,1.0,0.0,2018.0,908.0,9.0,2.0,530.0,0.0,1157.0,鮫島克駿,420.0,0.0,4.0,0.0,0.0,5.0,5.0,99.0,5.0,350.0,3.0,,13.0,4.0,1400.0,,R,5.0,A,75000.0,15.0,3.0,3.0,0.0
2019,309,7,2,1,8,4,6,2014101253,ビーカーリー,2,4,5,2,1148,550,0,1152,0,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2018.0,1216.0,7.0,11.0,550.0,0.0,1152.0,小崎綾也,468.0,0.0,2.0,0.0,11.0,9.0,8.0,40.0,2.0,345.0,0.0,,13.0,4.0,1600.0,,L,5.0,A,75000.0,16.0,2.0,1.0,0.0,2018.0,1209.0,7.0,6.0,550.0,0.0,1152.0,小崎綾也,462.0,0.0,2.0,0.0,11.0,12.0,11.0,52.0,3.0,348.0,1.0,,13.0,4.0,1600.0,,L,5.0,A,75000.0,16.0,1.0,1.0,0.0,2018.0,1117.0,5.0,16.0,550.0,0.0,1075.0,田辺裕信,460.0,0.0,5.0,0.0,0.0,8.0,6.0,275.0,8.0,335.0,9.0,,13.0,4.0,1400.0,,L,10.0,C,105000.0,17.0,1.0,1.0,0.0
2019,309,7,2,1,8,5,7,2015102657,リュニヴェール,2,4,4,2,411,520,1,1178,3,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2019.0,202.0,7.0,15.0,550.0,1.0,1146.0,岩崎翼,462.0,0.0,8.0,0.0,0.0,7.0,9.0,66.0,4.0,346.0,6.0,,14.0,4.0,1200.0,,L,5.0,B,75000.0,15.0,1.0,1.0,0.0,2018.0,1215.0,7.0,3.0,540.0,1.0,1114.0,田中健,456.0,0.0,6.0,0.0,0.0,10.0,11.0,270.0,10.0,344.0,4.0,,13.0,4.0,1400.0,,L,5.0,A,75000.0,18.0,1.0,1.0,0.0,2018.0,1117.0,3.0,11.0,540.0,1.0,1114.0,田中健,458.0,0.0,4.0,0.0,0.0,10.0,9.0,189.0,7.0,337.0,1.0,,13.0,4.0,1200.0,,R,5.0,B,75000.0,16.0,2.0,1.0,0.0
2019,309,7,2,1,8,5,8,2014105149,ラブユーミー,2,3,5,1,1030,550,0,1141,0,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2019.0,202.0,5.0,10.0,520.0,0.0,1173.0,山田敬士,508.0,0.0,11.0,0.0,0.0,1.0,1.0,1265.0,14.0,393.0,17.0,,14.0,4.0,1600.0,,L,5.0,,75000.0,16.0,1.0,0.0,2.0,2019.0,119.0,7.0,6.0,550.0,0.0,1038.0,中谷雄太,504.0,0.0,10.0,2.0,2.0,2.0,2.0,1110.0,11.0,387.0,14.0,,14.0,4.0,1800.0,,L,5.0,,75000.0,14.0,1.0,0.0,1.0,2018.0,1216.0,7.0,7.0,550.0,0.0,1143.0,原田和真,510.0,0.0,10.0,10.0,8.0,9.0,7.0,2544.0,13.0,398.0,24.0,,13.0,4.0,1800.0,,L,5.0,,75000.0,13.0,1.0,0.0,1.0
2019,309,7,2,1,8,6,9,2015106510,ゴールデンビコー,2,3,4,1,1029,520,0,1164,3,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2018.0,1223.0,6.0,12.0,530.0,0.0,1164.0,藤田菜七,434.0,0.0,13.0,0.0,0.0,11.0,13.0,1297.0,14.0,365.0,20.0,,13.0,4.0,1200.0,,R,5.0,A,75000.0,16.0,2.0,1.0,0.0,2018.0,407.0,6.0,11.0,540.0,0.0,1029.0,武士沢友,434.0,0.0,14.0,0.0,0.0,15.0,14.0,2971.0,15.0,382.0,20.0,,12.0,3.0,1200.0,,R,5.0,,72000.0,16.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,7,2,1,8,6,10,2014105277,タンタグローリア,2,3,5,2,1055,520,0,1174,3,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2018.0,902.0,1.0,11.0,550.0,0.0,1093.0,藤岡佑介,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,9999.0,,13.0,4.0,1800.0,,R,5.0,C,75000.0,13.0,1.0,1.0,0.0,2018.0,819.0,1.0,8.0,550.0,0.0,1093.0,藤岡佑介,394.0,0.0,2.0,4.0,3.0,2.0,2.0,63.0,3.0,362.0,2.0,,13.0,4.0,2000.0,,R,5.0,C,75000.0,13.0,2.0,2.0,0.0,2018.0,804.0,1.0,7.0,550.0,0.0,1093.0,藤岡佑介,388.0,0.0,3.0,7.0,8.0,8.0,7.0,46.0,2.0,351.0,2.0,E,13.0,4.0,1800.0,,R,5.0,A,105000.0,12.0,2.0,1.0,0.0
2019,309,7,2,1,8,7,11,2015104983,イルーシヴゴールド,2,7,4,2,1148,550,0,1102,0,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2019.0,217.0,8.0,11.0,550.0,0.0,1124.0,国分恭介,468.0,0.0,4.0,0.0,0.0,8.0,7.0,92.0,5.0,349.0,5.0,,14.0,4.0,1600.0,,R,5.0,B,75000.0,16.0,2.0,1.0,0.0,2018.0,922.0,6.0,16.0,540.0,0.0,1096.0,大野拓弥,482.0,0.0,3.0,11.0,11.0,11.0,9.0,28.0,1.0,389.0,4.0,,12.0,3.0,1800.0,,R,703.0,,50000.0,16.0,2.0,0.0,3.0,2018.0,901.0,4.0,16.0,540.0,0.0,1096.0,大野拓弥,478.0,0.0,2.0,0.0,0.0,7.0,7.0,32.0,1.0,335.0,0.0,,12.0,3.0,1600.0,,L,703.0,A,50000.0,18.0,4.0,3.0,0.0
2019,309,7,2,1,8,7,12,2015103743,オンファサイト,2,5,4,1,359,520,0,1171,3,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2018.0,1208.0,6.0,12.0,510.0,0.0,1167.0,木幡育也,410.0,0.0,14.0,0.0,2.0,4.0,4.0,3020.0,14.0,363.0,17.0,,13.0,4.0,1600.0,,R,5.0,A,75000.0,16.0,1.0,1.0,0.0,2018.0,812.0,1.0,13.0,490.0,0.0,1159.0,三津谷隼,420.0,0.0,11.0,2.0,2.0,2.0,3.0,1173.0,10.0,369.0,19.0,,13.0,4.0,1800.0,,R,5.0,A,75000.0,13.0,2.0,1.0,0.0,2018.0,728.0,1.0,6.0,520.0,0.0,1144.0,菱田裕二,422.0,0.0,12.0,0.0,10.0,7.0,10.0,3162.0,14.0,367.0,20.0,E,13.0,4.0,1500.0,,R,5.0,A,105000.0,14.0,1.0,1.0,0.0
2019,309,7,2,1,8,8,13,2015102431,ファストライフ,2,1,4,1,1156,550,0,1127,0,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2019.0,211.0,5.0,13.0,540.0,0.0,1043.0,北村宏司,450.0,0.0,3.0,0.0,3.0,3.0,3.0,49.0,2.0,333.0,3.0,,14.0,4.0,1800.0,,L,5.0,D,75000.0,13.0,2.0,1.0,0.0,2019.0,126.0,5.0,11.0,540.0,0.0,1043.0,北村宏司,446.0,0.0,6.0,0.0,0.0,7.0,7.0,128.0,6.0,345.0,5.0,,14.0,4.0,1600.0,,L,5.0,D,75000.0,16.0,2.0,1.0,0.0,2018.0,1215.0,7.0,1.0,540.0,0.0,1127.0,丸山元気,444.0,0.0,8.0,0.0,0.0,8.0,5.0,136.0,6.0,350.0,5.0,,13.0,4.0,1400.0,,L,5.0,A,75000.0,18.0,1.0,1.0,0.0
2019,309,7,2,1,8,8,14,2015104841,レッドイリーゼ,2,5,4,1,1038,550,0,1095,0,0,,0,0,0,0,0,0,,14,4,5,1600,s,L,A,75000,0,0,0,0,2019.0,224.0,6.0,8.0,550.0,0.0,5469.0,ブロンデ,442.0,0.0,2.0,0.0,5.0,5.0,4.0,68.0,2.0,349.0,3.0,,14.0,4.0,1600.0,,R,5.0,A,75000.0,16.0,1.0,1.0,0.0,2019.0,126.0,5.0,14.0,540.0,0.0,5469.0,ブロンデ,442.0,0.0,3.0,0.0,0.0,4.0,5.0,104.0,4.0,345.0,2.0,,14.0,4.0,1600.0,,L,5.0,D,75000.0,16.0,2.0,1.0,0.0,2018.0,1118.0,3.0,3.0,530.0,0.0,1160.0,荻野極,444.0,0.0,3.0,8.0,9.0,8.0,9.0,74.0,4.0,354.0,2.0,E,13.0,4.0,1800.0,,R,5.0,B,105000.0,16.0,1.0,1.0,0.0
2019,309,7,2,1,9,1,1,2015102663,ブライトエンパイア,1,3,4,2,411,540,0,1178,3,0,,0,0,0,0,0,0,,14,4,5,1400,d,L,,75000,0,0,0,0,2019.0,202.0,8.0,7.0,570.0,0.0,1126.0,松山弘平,448.0,0.0,6.0,0.0,0.0,6.0,6.0,36.0,2.0,369.0,2.0,,14.0,4.0,1400.0,,R,5.0,,75000.0,13.0,1.0,0.0,2.0,2019.0,119.0,7.0,9.0,560.0,0.0,1157.0,鮫島克駿,444.0,0.0,6.0,0.0,0.0,5.0,5.0,27.0,1.0,377.0,7.0,,14.0,4.0,1400.0,,L,5.0,,75000.0,16.0,1.0,0.0,1.0,2018.0,1223.0,9.0,14.0,560.0,0.0,1157.0,鮫島克駿,444.0,0.0,2.0,0.0,0.0,6.0,4.0,31.0,1.0,365.0,6.0,,13.0,4.0,1400.0,,R,5.0,,75000.0,16.0,1.0,0.0,2.0
2019,309,7,2,1,9,1,2,2015101626,ディサーニング,1,3,4,1,1059,570,0,1131,0,0,,0,0,0,0,0,0,,14,4,5,1400,d,L,,75000,0,0,0,0,2018.0,1215.0,7.0,8.0,560.0,0.0,1131.0,西村太一,506.0,0.0,2.0,0.0,0.0,1.0,2.0,78.0,5.0,379.0,0.0,,13.0,4.0,1400.0,,L,5.0,,75000.0,16.0,1.0,0.0,2.0,2018.0,1201.0,7.0,14.0,560.0,0.0,1116.0,藤岡康太,506.0,0.0,4.0,0.0,0.0,14.0,14.0,94.0,5.0,368.0,4.0,E,13.0,4.0,1400.0,,L,5.0,,105000.0,16.0,1.0,0.0,1.0,2018.0,1104.0,5.0,7.0,560.0,0.0,1116.0,藤岡康太,510.0,0.0,7.0,0.0,0.0,4.0,4.0,199.0,9.0,380.0,5.0,,13.0,4.0,1400.0,,L,5.0,,75000.0,16.0,2.0,0.0,1.0
